variant,split,fold,event_date,event_name,n_features,n_rows,n_train_rows,n_train_events,n_events,runtime_seconds,mae,mse,rmse,degradation_slope_error
no_constructor,ablation_development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,27,978,69217,60,1,0.0,1.0262402085179065,2.602990518880746,1.6133786037011728,0.1811408618343037
no_air_temperature,ablation_development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,27,978,69217,60,1,0.0,1.0529934028446581,2.697994855360543,1.6425574131093692,0.1723740831384214
no_track_temperature,ablation_development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,27,978,69217,60,1,0.0,1.0528775994613782,2.730144959124687,1.6523150302302183,0.1894697440814911
no_fuel_race_progress,ablation_development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,22,978,69217,60,1,0.0,1.1896785630617963,3.175195989720941,1.7819079633137456,0.2094812976527652
no_tire_age,ablation_development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,21,978,69217,60,1,0.0,1.1195842443074322,2.889688389542414,1.6999083473947687,0.1749975146975146
no_compound,ablation_development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,24,978,69217,60,1,0.0,1.042784356323771,2.726566702492717,1.6512318742359344,0.20523164275961966
no_driver,ablation_development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,27,1262,70195,61,1,0.0,2.0315644111924382,5.969164864587122,2.4431874395115742,0.06724829214126288
no_constructor,ablation_development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,27,1262,70195,61,1,0.0,2.2434539533679834,7.349190255784645,2.710938998905111,0.08425274480994564
no_air_temperature,ablation_development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,27,1262,70195,61,1,0.0,2.6154845059582623,9.536291015101947,3.088088569827936,0.09725876996976827
no_track_temperature,ablation_development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,27,1262,70195,61,1,0.0,1.8353947668890132,5.0327657781693,2.2433826642303583,0.06262698399116366
no_fuel_race_progress,ablation_development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,22,1262,70195,61,1,0.0,1.359343311504126,3.524733188989435,1.8774272792812603,0.04284315501426664
no_tire_age,ablation_development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,21,1262,70195,61,1,0.0,2.0414626806491882,6.145524226738393,2.479016786296211,0.07559345015540407
no_compound,ablation_development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,24,1262,70195,61,1,0.0,2.3699461796503076,7.802350031897848,2.7932687002681726,0.06634789824054611
no_driver,ablation_development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,27,1241,71457,62,1,0.0,1.5318238546891725,3.0187571986109853,1.7374571069845106,0.4233924842115635
no_constructor,ablation_development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,27,1241,71457,62,1,0.0,1.5472367061318157,3.0441981769660402,1.744763071871376,0.44435211168004457
no_air_temperature,ablation_development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,27,1241,71457,62,1,0.0,2.1332707003227727,5.166456614880523,2.2729840771286813,0.4145736483556846
no_track_temperature,ablation_development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,27,1241,71457,62,1,0.0,1.7585885119101996,3.6316487118933747,1.9056885138692983,0.4334950714202528
no_fuel_race_progress,ablation_development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,22,1241,71457,62,1,0.0,1.765630857104037,4.039974310930899,2.009968733819235,0.46486894481423374
no_tire_age,ablation_development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,21,1241,71457,62,1,0.0,1.8358745595252355,4.069278095246603,2.017245174798196,0.431943968737656
no_compound,ablation_development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,24,1241,71457,62,1,0.0,1.7494466270092566,3.6796058932836004,1.9182298854109223,0.4405123211791076
no_driver,ablation_development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,27,1067,72698,63,1,0.0,1.6963513598532516,6.010086208398566,2.451547716932829,0.5710124403831319
no_constructor,ablation_development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,27,1067,72698,63,1,0.0,1.6525986584942725,5.896741590419038,2.4283207346681035,0.5510024212832807
no_air_temperature,ablation_development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,27,1067,72698,63,1,0.0,1.584782546665816,5.693847052516472,2.386178336276749,0.5588450005359221
no_track_temperature,ablation_development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,27,1067,72698,63,1,0.0,1.6435627334864646,5.834487040919439,2.4154682860512655,0.5630833597739118
no_fuel_race_progress,ablation_development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,22,1067,72698,63,1,0.0,1.7291870205269562,6.739309217230246,2.596017953949904,0.5741828825616414
no_tire_age,ablation_development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,21,1067,72698,63,1,0.0,1.6116122941812332,5.698837024640489,2.3872237064507567,0.5620548758179992
no_compound,ablation_development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,24,1067,72698,63,1,0.0,1.5830999177761351,5.6493676428873245,2.376839843760476,0.5531724650889616
no_driver,ablation_development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,27,1146,73765,64,1,0.0,5.3537515739621435,31.844728644275527,5.643113382192097,0.06366718446128478
no_constructor,ablation_development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,27,1146,73765,64,1,0.0,5.026888308641768,27.04178799905859,5.200171920144428,0.03551065283189921
no_air_temperature,ablation_development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,27,1146,73765,64,1,0.0,4.122802671248046,18.56144737318068,4.308299823965444,0.05119428982115246
no_track_temperature,ablation_development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,27,1146,73765,64,1,0.0,5.055110890930966,27.41350231522113,5.235790514833565,0.02575639447132074
no_fuel_race_progress,ablation_development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,22,1146,73765,64,1,0.0,5.766144637618528,37.32953677840935,6.109790240131764,0.0686378044560861
no_tire_age,ablation_development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,21,1146,73765,64,1,0.0,6.5998154436586125,48.91729523091945,6.994090021648238,0.050141158796528765
no_compound,ablation_development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,24,1146,73765,64,1,0.0,4.5045234458690615,22.422526359294675,4.73524300952915,0.03091476669942109
no_driver,ablation_development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,27,1035,74911,65,1,0.0,1.5520435859980084,13.001762523592035,3.6057956852256665,0.11004725096873343
no_constructor,ablation_development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,27,1035,74911,65,1,0.0,1.5681154944199096,12.923824176636108,3.5949720689646685,0.12055227175496035
no_air_temperature,ablation_development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,27,1035,74911,65,1,0.0,1.5228826929426396,13.129925169414346,3.623523860748587,0.08044223493484434
no_track_temperature,ablation_development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,27,1035,74911,65,1,0.0,1.5638726386579873,13.292902316622412,3.6459432684316977,0.11519932303965452
no_fuel_race_progress,ablation_development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,22,1035,74911,65,1,0.0,1.7289045540615267,13.15754080121453,3.6273324635625186,0.0689476182063098
no_tire_age,ablation_development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,21,1035,74911,65,1,0.0,1.639831550072963,13.183215405726195,3.6308697863908854,0.14202350419002227
no_compound,ablation_development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,24,1035,74911,65,1,0.0,1.626549499385614,13.872598259940238,3.7245937040085644,0.128362413221876
no_driver,ablation_development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,27,1019,75946,66,1,0.0,2.573277333729327,7.408258647499447,2.721811648057126,0.0640121922088382
no_constructor,ablation_development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,27,1019,75946,66,1,0.0,2.4843601612869555,6.98529161581496,2.6429702260553296,0.06037363135328196
no_air_temperature,ablation_development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,27,1019,75946,66,1,0.0,2.816250887999296,8.690320932279826,2.9479350285038213,0.05093592319742984
no_track_temperature,ablation_development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,27,1019,75946,66,1,0.0,2.279654603846469,6.077488981625593,2.4652563723932635,0.06050348297840652
no_fuel_race_progress,ablation_development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,22,1019,75946,66,1,0.0,2.204819731462947,5.867733458232599,2.4223404918038667,0.05576849918905774
no_tire_age,ablation_development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,21,1019,75946,66,1,0.0,2.634411868726723,7.76676525089981,2.7868916826636463,0.055763581668186096
no_compound,ablation_development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,24,1019,75946,66,1,0.0,2.4009578365031223,6.56603574186924,2.5624277047107573,0.06144965445668852
no_driver,ablation_development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,27,1062,76965,67,1,0.0,1.2849570143905018,2.2354545307271394,1.495143648860249,0.0524682111435536
no_constructor,ablation_development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,27,1062,76965,67,1,0.0,1.185398167685162,1.916676191531006,1.3844407504588292,0.055909551893379796
no_air_temperature,ablation_development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,27,1062,76965,67,1,0.0,1.2298887841458404,2.1923717025243348,1.480665965883033,0.06170420734643959
no_track_temperature,ablation_development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,27,1062,76965,67,1,0.0,1.2352516498231472,2.1086627730572673,1.4521235391857221,0.04879405227045871
no_fuel_race_progress,ablation_development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,22,1062,76965,67,1,0.0,1.1480155042322924,2.347545674297272,1.5321702497755503,0.03083467006846237
no_tire_age,ablation_development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,21,1062,76965,67,1,0.0,1.2014366635658023,2.063857519592442,1.4366132115473678,0.08904642385395574
no_compound,ablation_development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,24,1062,76965,67,1,0.0,1.1937413017682406,1.9673261268281503,1.4026140334490278,0.04873189199757224
pca4_pruned,conditional_development,2022-06-12::Azerbaijan Grand Prix,2022-06-12,Azerbaijan Grand Prix,26,886,7704,7,1,0.0,1.0046852614853277,6.583994359381551,2.565929531257932,0.12696773628898833
pca4_pruned,conditional_development,2022-06-19::Canadian Grand Prix,2022-06-19,Canadian Grand Prix,26,1327,8590,8,1,0.0,1.4272002930191954,4.23890962559294,2.0588612448615713,0.017648511457742353
pca4_pruned,conditional_development,2022-07-03::British Grand Prix,2022-07-03,British Grand Prix,26,867,9917,9,1,0.0,1.2103570925060516,6.53263106028284,2.555901222716332,0.01703029945078972
pca4_pruned,conditional_development,2022-07-10::Austrian Grand Prix,2022-07-10,Austrian Grand Prix,26,1669,10784,10,1,0.0,1.1639964042844784,1.965422957766229,1.4019354328093105,0.041048508972305046
pca4_pruned,conditional_development,2022-07-24::French Grand Prix,2022-07-24,French Grand Prix,26,968,12453,11,1,0.0,0.702726681253631,0.8514452650386324,0.9227379178502596,0.18139165223557296
pca4_pruned,conditional_development,2022-07-31::Hungarian Grand Prix,2022-07-31,Hungarian Grand Prix,26,1362,13421,12,1,0.0,3.7794286846282596,23.330581813254597,4.830174097613314,0.0656418683756996
pca4_pruned,conditional_development,2022-08-28::Belgian Grand Prix,2022-08-28,Belgian Grand Prix,26,725,14783,13,1,0.0,1.5143767858589854,5.0652320449386625,2.250607039209347,0.216486714677012
pca4_pruned,conditional_development,2022-09-04::Dutch Grand Prix,2022-09-04,Dutch Grand Prix,26,1273,15508,14,1,0.0,3.7870197853167933,31.665361245081808,5.627198347764348,0.14299016653585825
pca4_pruned,conditional_development,2022-09-11::Italian Grand Prix,2022-09-11,Italian Grand Prix,26,931,16781,15,1,0.0,1.1492944569575891,2.2254712879056973,1.4918013567180106,0.009197477223053639
pca4_pruned,conditional_development,2022-10-02::Singapore Grand Prix,2022-10-02,Singapore Grand Prix,26,729,17712,16,1,0.0,13.415834512938517,187.48452297530307,13.692498784929764,0.10271889990427562
pca4_pruned,conditional_development,2022-10-09::Japanese Grand Prix,2022-10-09,Japanese Grand Prix,26,460,18441,17,1,0.0,3.9459108355627914,34.620811146165146,5.883945202512099,0.7525581682158144
pca4_pruned,conditional_development,2022-10-23::United States Grand Prix,2022-10-23,United States Grand Prix,26,785,18901,18,1,0.0,1.3445865105340784,2.2959645556070174,1.5152440580998883,0.03211411462404983
pca4_pruned,conditional_development,2022-10-30::Mexico City Grand Prix,2022-10-30,Mexico City Grand Prix,26,1296,19686,19,1,0.0,1.6359011719319234,5.202391539618897,2.2808751696703826,0.018410666750377162
pca4_pruned,conditional_development,2022-11-13::São Paulo Grand Prix,2022-11-13,São Paulo Grand Prix,26,1823,20982,20,1,0.0,1.5108729686571918,3.4276736106883106,1.8513977451342838,0.10775722958071561
pca4_pruned,conditional_development,2022-11-20::Abu Dhabi Grand Prix,2022-11-20,Abu Dhabi Grand Prix,26,1264,22805,21,1,0.0,2.2535471003303797,6.3421695892259,2.5183664525294764,0.06944728633626475
pca4_pruned,conditional_development,2023-03-05::Bahrain Grand Prix,2023-03-05,Bahrain Grand Prix,26,1117,24069,22,1,0.0,4.26961291563379,22.43110245628809,4.736148483344678,0.11611446932197755
pca4_pruned,conditional_development,2023-03-19::Saudi Arabian Grand Prix,2023-03-19,Saudi Arabian Grand Prix,26,1066,25186,23,1,0.0,0.8528407701758302,2.3770142964453194,1.5417568862973563,0.025597652456307077
pca4_pruned,conditional_development,2023-04-02::Australian Grand Prix,2023-04-02,Australian Grand Prix,26,880,26252,24,1,0.0,2.4162927547448114,18.408896087705685,4.2905589481681385,0.5606179495116632
pca4_pruned,conditional_development,2023-04-30::Azerbaijan Grand Prix,2023-04-30,Azerbaijan Grand Prix,26,993,27132,25,1,0.0,2.241427183880339,5.731765730111495,2.3941106344760876,0.09359512121493059
pca4_pruned,conditional_development,2023-05-07::Miami Grand Prix,2023-05-07,Miami Grand Prix,26,1210,28125,26,1,0.0,2.0321893344712025,24.034908557308245,4.90254103066035,0.04023376499659894
pca4_pruned,conditional_development,2023-05-28::Monaco Grand Prix,2023-05-28,Monaco Grand Prix,26,1507,29335,27,1,0.0,4.033450217786271,51.12256579597554,7.150004601115691,0.2649632131516427
pca4_pruned,conditional_development,2023-06-04::Spanish Grand Prix,2023-06-04,Spanish Grand Prix,26,1437,30842,28,1,0.0,5.288641483037602,28.873420255731723,5.373399320330821,0.010196529557079047
pca4_pruned,conditional_development,2023-06-18::Canadian Grand Prix,2023-06-18,Canadian Grand Prix,26,1351,32279,29,1,0.0,1.4180947798583534,2.6544727375693817,1.6292552708429031,0.04272811827638399
pca4_pruned,conditional_development,2023-07-02::Austrian Grand Prix,2023-07-02,Austrian Grand Prix,26,1592,33630,30,1,0.0,1.98815387239566,10.77369050168305,3.282330041553264,0.0597052615524815
pca4_pruned,conditional_development,2023-07-09::British Grand Prix,2023-07-09,British Grand Prix,26,1007,35222,31,1,0.0,0.9253411279021073,1.289347840457686,1.1354945356353265,0.015110636120872725
pca4_pruned,conditional_development,2023-07-23::Hungarian Grand Prix,2023-07-23,Hungarian Grand Prix,26,1368,36229,32,1,0.0,1.0373041927813293,1.5799906574678209,1.256976792732396,0.03103261322421408
pca4_pruned,conditional_development,2023-07-30::Belgian Grand Prix,2023-07-30,Belgian Grand Prix,26,725,37597,33,1,0.0,1.4773348576628695,3.5180256592972747,1.8756400665632185,0.24579482410735148
pca4_pruned,conditional_development,2023-08-27::Dutch Grand Prix,2023-08-27,Dutch Grand Prix,26,1208,38322,34,1,0.0,1.2600046876767805,8.548631418286588,2.9238042715418877,0.052925595441563215
pca4_pruned,conditional_development,2023-09-03::Italian Grand Prix,2023-09-03,Italian Grand Prix,26,938,39530,35,1,0.0,1.1174164277517324,15.81060042305301,3.976254572214034,0.2505964809174009
pca4_pruned,conditional_development,2023-09-17::Singapore Grand Prix,2023-09-17,Singapore Grand Prix,26,1024,40468,36,1,0.0,3.0278390686902386,11.778197527927581,3.431937867725402,0.11002278209739229
pca4_pruned,conditional_development,2023-09-24::Japanese Grand Prix,2023-09-24,Japanese Grand Prix,26,825,41492,37,1,0.0,2.0503884409234296,4.779862173936737,2.1862895905933266,0.03182891887590567
pca4_pruned,conditional_development,2023-10-08::Qatar Grand Prix,2023-10-08,Qatar Grand Prix,26,952,42317,38,1,0.0,3.477550849122557,14.388076009995588,3.7931617431893923,0.041753443118657606
pca4_pruned,conditional_development,2023-10-22::United States Grand Prix,2023-10-22,United States Grand Prix,26,1265,43269,39,1,0.0,1.0615437520274837,1.810250270995226,1.3454554139752182,0.011626356722212279
pca4_pruned,conditional_development,2023-10-29::Mexico City Grand Prix,2023-10-29,Mexico City Grand Prix,26,1283,44534,40,1,0.0,0.8041663277343185,1.6022631407778933,1.2658053328920262,0.1065546822694294
pca4_pruned,conditional_development,2023-11-05::São Paulo Grand Prix,2023-11-05,São Paulo Grand Prix,26,1432,45817,41,1,0.0,0.6548717531712338,0.7377740317735354,0.8589377345148689,0.04072502250813431
pca4_pruned,conditional_development,2023-11-18::Las Vegas Grand Prix,2023-11-18,Las Vegas Grand Prix,26,1001,47249,42,1,0.0,2.360593622742285,16.751557868466502,4.092866705435996,0.10813913355718259
pca4_pruned,conditional_development,2023-11-26::Abu Dhabi Grand Prix,2023-11-26,Abu Dhabi Grand Prix,26,1163,48250,43,1,0.0,1.2996996744836413,8.745472201066638,2.9572744548091303,0.3126485713928924
pca4_pruned,conditional_development,2024-03-02::Bahrain Grand Prix,2024-03-02,Bahrain Grand Prix,26,1226,49413,44,1,0.0,1.3335523918762864,2.2089239397375784,1.4862449124345485,0.032468806841564425
pca4_pruned,conditional_development,2024-03-09::Saudi Arabian Grand Prix,2024-03-09,Saudi Arabian Grand Prix,26,1038,50639,45,1,0.0,1.384718292179604,5.719065690688286,2.3914568134692056,0.04107338646409534
pca4_pruned,conditional_development,2024-03-24::Australian Grand Prix,2024-03-24,Australian Grand Prix,26,1124,51677,46,1,0.0,1.9778801439174127,20.947655235700147,4.576860849501561,0.21665743979230534
pca4_pruned,conditional_development,2024-04-07::Japanese Grand Prix,2024-04-07,Japanese Grand Prix,26,762,52801,47,1,0.0,0.7698069693591049,0.9520718800314016,0.9757417076416287,0.04697207786180443
pca4_pruned,conditional_development,2024-04-21::Chinese Grand Prix,2024-04-21,Chinese Grand Prix,26,1097,53563,48,1,0.0,2.0798388391874596,5.042034200072529,2.2454474387240797,0.04151651354314925
pca4_pruned,conditional_development,2024-05-05::Miami Grand Prix,2024-05-05,Miami Grand Prix,26,1220,54660,49,1,0.0,1.0216515745185837,1.438443667867275,1.1993513529684598,0.017640592909444083
pca4_pruned,conditional_development,2024-05-19::Emilia Romagna Grand Prix,2024-05-19,Emilia Romagna Grand Prix,26,1433,55880,50,1,0.0,1.0767193830522446,2.847009008485084,1.687308213837971,0.09041850077310198
pca4_pruned,conditional_development,2024-05-26::Monaco Grand Prix,2024-05-26,Monaco Grand Prix,26,1553,57313,51,1,0.0,2.6694804855799994,22.55773075321214,4.749497947490044,0.04737542276787272
pca4_pruned,conditional_development,2024-06-09::Canadian Grand Prix,2024-06-09,Canadian Grand Prix,26,1130,58866,52,1,0.0,3.328780521817701,28.442215402210813,5.333124356529746,0.2951558010895981
pca4_pruned,conditional_development,2024-06-23::Spanish Grand Prix,2024-06-23,Spanish Grand Prix,26,1452,59996,53,1,0.0,0.8519879051181871,2.2504013056519376,1.5001337625865028,0.052122466252688425
pca4_pruned,conditional_development,2024-06-30::Austrian Grand Prix,2024-06-30,Austrian Grand Prix,26,1686,61448,54,1,0.0,0.8347026959761893,1.0475401084215041,1.023494068581496,0.22484773543195805
pca4_pruned,conditional_development,2024-07-07::British Grand Prix,2024-07-07,British Grand Prix,26,1039,63134,55,1,0.0,2.091623861486506,7.673846970201734,2.770170927975697,0.09213173221518375
pca4_pruned,conditional_development,2024-07-21::Hungarian Grand Prix,2024-07-21,Hungarian Grand Prix,26,1384,64173,56,1,0.0,0.70577577536014,0.8452670844639885,0.9193840788614889,0.025379346691092004
pca4_pruned,conditional_development,2024-07-28::Belgian Grand Prix,2024-07-28,Belgian Grand Prix,26,909,65557,57,1,0.0,4.133572400275378,17.98480752090483,4.240849858330854,0.03781217159335521
pca4_pruned,conditional_development,2024-08-25::Dutch Grand Prix,2024-08-25,Dutch Grand Prix,26,1655,66466,58,1,0.0,0.7235605182180284,0.9936577946409456,0.9968238533667548,0.057270855091306895
pca4_pruned,conditional_development,2024-09-01::Italian Grand Prix,2024-09-01,Italian Grand Prix,26,1096,68121,59,1,0.0,3.7399075821170698,16.97650855820424,4.120255885039695,0.1345839065558292
pca4_pruned,conditional_development,2024-09-15::Azerbaijan Grand Prix,2024-09-15,Azerbaijan Grand Prix,26,978,69217,60,1,0.0,1.0060763138590796,2.6401316944259787,1.6248482065799188,0.1823292596721091
pca4_pruned,conditional_development,2024-09-22::Singapore Grand Prix,2024-09-22,Singapore Grand Prix,26,1262,70195,61,1,0.0,2.385031074358963,8.300427917284564,2.8810463233493078,0.0750269817443816
pca4_pruned,conditional_development,2024-10-20::United States Grand Prix,2024-10-20,United States Grand Prix,26,1241,71457,62,1,0.0,1.6056975165567131,3.2701563615559675,1.808357365554709,0.43973872152275756
pca4_pruned,conditional_development,2024-10-27::Mexico City Grand Prix,2024-10-27,Mexico City Grand Prix,26,1067,72698,63,1,0.0,1.7433546060311043,6.163852182758452,2.4827106522425146,0.5616670806579653
pca4_pruned,conditional_development,2024-11-03::São Paulo Grand Prix,2024-11-03,São Paulo Grand Prix,26,1146,73765,64,1,0.0,4.928464593374906,26.755741424449408,5.172595231066259,0.043840465285325675
pca4_pruned,conditional_development,2024-11-23::Las Vegas Grand Prix,2024-11-23,Las Vegas Grand Prix,26,1035,74911,65,1,0.0,1.5272323651864288,13.245826699907221,3.6394816526405545,0.12339147793115289
pca4_pruned,conditional_development,2024-12-01::Qatar Grand Prix,2024-12-01,Qatar Grand Prix,26,1019,75946,66,1,0.0,2.384318840648139,6.81718957928032,2.61097483313806,0.07037272533942666
pca4_pruned,conditional_development,2024-12-08::Abu Dhabi Grand Prix,2024-12-08,Abu Dhabi Grand Prix,26,1062,76965,67,1,0.0,1.23130496048377,2.1174309168151892,1.4551394836286964,0.047016713106285975
pca4_pruned,conditional_frozen_2025,2025-03-16::Australian Grand Prix,2025-03-16,Australian Grand Prix,26,766,78027,68,1,0.0,1.8395796627311527,7.582413602571801,2.753618274665499,0.1218294527903821
pca4_pruned,conditional_frozen_2025,2025-03-23::Chinese Grand Prix,2025-03-23,Chinese Grand Prix,26,1300,78027,68,1,0.0,3.1010248969929886,10.269897355541739,3.204668056997751,0.007830930911282492
pca4_pruned,conditional_frozen_2025,2025-04-06::Japanese Grand Prix,2025-04-06,Japanese Grand Prix,26,1003,78027,68,1,0.0,4.8866035966773245,24.468966832774314,4.946611651704054,0.022407927969369593
pca4_pruned,conditional_frozen_2025,2025-04-13::Bahrain Grand Prix,2025-04-13,Bahrain Grand Prix,26,1161,78027,68,1,0.0,0.8913156188327388,1.3568849693294394,1.1648540549482753,0.02884075867143691
pca4_pruned,conditional_frozen_2025,2025-04-20::Saudi Arabian Grand Prix,2025-04-20,Saudi Arabian Grand Prix,26,866,78027,68,1,0.0,0.8691692458576149,1.3925797622211293,1.1800761679743936,0.2917012542399064
pca4_pruned,conditional_frozen_2025,2025-05-04::Miami Grand Prix,2025-05-04,Miami Grand Prix,26,625,78027,68,1,0.0,1.0965981176764776,1.706030156592666,1.3061508935006958,0.05890720100807345
pca4_pruned,conditional_frozen_2025,2025-05-18::Emilia Romagna Grand Prix,2025-05-18,Emilia Romagna Grand Prix,26,1108,78027,68,1,0.0,0.7172096335755092,1.4022856786739686,1.1841814382407658,0.21530182651942797
pca4_pruned,conditional_frozen_2025,2025-05-25::Monaco Grand Prix,2025-05-25,Monaco Grand Prix,26,1400,78027,68,1,0.0,2.284674178672698,9.90564512612754,3.1473234860953743,0.03439618180359057
pca4_pruned,conditional_frozen_2025,2025-06-01::Spanish Grand Prix,2025-06-01,Spanish Grand Prix,26,1234,78027,68,1,0.0,1.0577445289042267,2.4353668992623962,1.5605662111113376,0.15771280360048823
pca4_pruned,conditional_frozen_2025,2025-06-15::Canadian Grand Prix,2025-06-15,Canadian Grand Prix,26,1462,78027,68,1,0.0,2.169038250137418,8.105392523468046,2.8469971063329247,0.030961154746686353
pca4_pruned,conditional_frozen_2025,2025-06-29::Austrian Grand Prix,2025-06-29,Austrian Grand Prix,26,1280,78027,68,1,0.0,0.8049584422165672,1.5108787300572706,1.2291780709308437,0.014326249353414797
pca4_pruned,conditional_frozen_2025,2025-07-06::British Grand Prix,2025-07-06,British Grand Prix,26,580,78027,68,1,0.0,1.4470874773247455,3.306399106626568,1.8183506555740474,0.1796566244222683
pca4_pruned,conditional_frozen_2025,2025-07-27::Belgian Grand Prix,2025-07-27,Belgian Grand Prix,26,943,78027,68,1,0.0,5.192899754794275,30.027562953531657,5.479741139281276,0.1811591496430054
pca4_pruned,conditional_frozen_2025,2025-08-03::Hungarian Grand Prix,2025-08-03,Hungarian Grand Prix,26,1489,78027,68,1,0.0,1.8043209478035436,4.2382764597775795,2.058707473095092,0.026949561608219628
pca4_pruned,conditional_frozen_2025,2025-08-31::Dutch Grand Prix,2025-08-31,Dutch Grand Prix,26,1169,78027,68,1,0.0,1.2073529193852852,13.238129692454153,3.6384240671551953,0.05652513663907235
pca4_pruned,conditional_frozen_2025,2025-09-07::Italian Grand Prix,2025-09-07,Italian Grand Prix,26,1092,78027,68,1,0.0,3.3068959895425194,12.046298117072997,3.4707777395092583,0.023898643584997634
pca4_pruned,conditional_frozen_2025,2025-09-21::Azerbaijan Grand Prix,2025-09-21,Azerbaijan Grand Prix,26,849,78027,68,1,0.0,1.1395193483759967,1.9334295178049992,1.3904781615706876,0.06912935408976136
pca4_pruned,conditional_frozen_2025,2025-10-05::Singapore Grand Prix,2025-10-05,Singapore Grand Prix,26,1178,78027,68,1,0.0,3.5746764720897604,36.245556613988335,6.0204282749641935,0.06438156569487569
pca4_pruned,conditional_frozen_2025,2025-10-19::United States Grand Prix,2025-10-19,United States Grand Prix,26,1095,78027,68,1,0.0,0.9575938419247141,1.7520294440517081,1.3236424910268287,0.026426142030535785
pca4_pruned,conditional_frozen_2025,2025-10-26::Mexico City Grand Prix,2025-10-26,Mexico City Grand Prix,26,1374,78027,68,1,0.0,1.5316791230631552,3.2414356089663823,1.8003987361044171,0.0193282880568947
